순번,단지명,회사명,공장대표주소(지번 및 도로명주소),업종번호,업종명,전화번호
745,화성발안일반산업단지,성원자동기계(주),경기도 화성시 만세구 향남읍 발안공단로3길 109,"28123, 29192, 29299",배전반 및 전기 자동제어반 제조업 외 2 종,031-366-0600
746,화성발안일반산업단지,성지E&C,경기도 화성시 만세구 향남읍 발안공단로4길 86,25929,그 외 기타 금속가공업,031-354-3638
747,화성발안일반산업단지,세화공업(주),"경기도 화성시 만세구 향남읍 발안공단로3길 42, 발안지방산업단지 12블럭 7롯트","28909, 30332, 30400",그 외 기타 전기장비 제조업 외 2 종,031-366-5775
748,화성발안일반산업단지,세화공업(주),"경기도 화성시 만세구 향남읍 발안공단로1길 8, (하길리1407-18) (만세구 향남읍) 외 1필지","30332, 30400, 70129, 70130",기타 공학 연구개발업 외 3 종,031-366-5775
749,화성발안일반산업단지,세화공업(주)제2공장,"경기도 화성시 만세구 향남읍 발안공단로3길 42, 산업단지 12-7","30332, 30400",자동차용 신품 전기장치 제조업 외 1 종,031-366-5775
750,화성발안일반산업단지,소망테크 ,"경기도 화성시 만세구 향남읍 발안공단로4길 71-10, C",25119,기타 구조용 금속제품 제조업,
751,화성발안일반산업단지,수일금속,"경기도 화성시 만세구 향남읍 발안공단로4길 110, 발안일반산업단지2-7",25922,도금업,031-354-9494
752,화성발안일반산업단지,승연산업(주),경기도 화성시 만세구 향남읍 발안공단로4길 126,25112,구조용 금속 판제품 및 공작물 제조업,031-352-7741
753,화성발안일반산업단지,승진정밀,"경기도 화성시 만세구 향남읍 발안공단로4길 125, 104동 (만세구 향남읍)",29294,주형 및 금형 제조업,031-366-4741
754,화성발안일반산업단지,신라다이아몬드,경기도 화성시 만세구 향남읍 발안공단로 311,29223,금속 절삭기계 제조업,031-8059-4391
755,화성발안일반산업단지,신명엔지니어링,"경기도 화성시 만세구 향남읍 발안공단로4길 125, 102동 2호",29271,반도체 제조용 기계 제조업,031-354-6471
756,화성발안일반산업단지,신성정밀,경기도 화성시 만세구 향남읍 발안지방산업단지 2블럭9롯트,29294,주형 및 금형 제조업,031-8059-1447
757,화성발안일반산업단지,신안정공(주) ,경기도 화성시 만세구 향남읍 발안공단로 50,"25924, 25929, 70129",기타 공학 연구개발업 외 2 종,031-366-1653
758,화성발안일반산업단지,신양금속,"경기도 화성시 만세구 향남읍 발안공단로4길 110, 104,204,304호",25922,도금업,031-353-9412
759,화성발안일반산업단지,신웅하크텍,"경기도 화성시 만세구 향남읍 발안공단로 221, 발안일반산업단지 2-12",25922,도금업,031-366-0646
760,화성발안일반산업단지,신일공영(주),경기도 화성시 만세구 향남읍 발안공단로5길 7-14,"25112, 28123",배전반 및 전기 자동제어반 제조업 외 1 종,031-366-6813
761,화성발안일반산업단지,신일공영(주) ,경기도 화성시 만세구 향남읍 발안공단로4길 84,25112,구조용 금속 판제품 및 공작물 제조업,031-366-6813
762,화성발안일반산업단지,신한이앤티(주),"경기도 화성시 만세구 향남읍 발안공단로4길 125, 발안일반산업단지 4-4","29173, 29175, 29242",산업용 송풍기 및 배기장치 제조업 외 2 종,031-354-2067
763,화성발안일반산업단지,신흥공업사,"경기도 화성시 만세구 향남읍 발안공단로4길 107, 발안지방산업단지 4블록 7로트","25994, 29210, 35114",금속 표시판 제조업 외 2 종,031-352-5347
764,화성발안일반산업단지,신흥플랜트(주),"경기도 화성시 만세구 향남읍 발안공단로1길 48, (하길리 1412-16)","25122, 25123, 29176, 29199, 70129, 70130",기타 공학 연구개발업 외 5 종,031-366-4781
765,화성발안일반산업단지,신희씨앤엠(주),경기도 화성시 만세구 향남읍 발안공단로1길 77,"25932, 70129, 70130",일반철물 제조업 외 2 종,031-366-2446
766,화성발안일반산업단지,신희씨앤엠(주),경기도 화성시 만세구 향남읍 발안공단로1길 57,"25932, 25933, 27194, 29161, 29210, 29280, 29299, 70129",일반철물 제조업 외 7 종,031-366-2446
767,화성발안일반산업단지,씨에스메탈,"경기도 화성시 만세구 향남읍 발안공단로4길 110, 2동 201호 (만세구 향남읍)",25922,도금업,
768,화성발안일반산업단지,씨엠테크 ,경기도 화성시 만세구 향남읍 발안공단로 92-85,33920,사무 및 회화용품 제조업,
769,화성발안일반산업단지,씨엠피테크,경기도 화성시 만세구 향남읍 발안공단로5길 7-22,29271,반도체 제조용 기계 제조업,031-8077-2638
770,화성발안일반산업단지,아이엠씨디코리아주식회사,"경기도 화성시 만세구 향남읍 발안공단로1길 26, 발안일반산업단지 34-6",21210,완제 의약품 제조업,031-353-3717
771,화성발안일반산업단지,에스엠테크,경기도 화성시 만세구 향남읍 발안공단로 92-63,"29176, 29199",그 외 기타 일반목적용 기계 제조업 외 1 종,031-352-0234
772,화성발안일반산업단지,에스엠티서울기연(주),"경기도 화성시 만세구 향남읍 발안공단로1길 81, 발안지방산업단지 36-23","28111, 28114, 28119, 70121",전기ㆍ전자공학 연구개발업 외 3 종,031-354-9941
773,화성발안일반산업단지,에이디텍스(주),경기도 화성시 만세구 향남읍 발안지방산업단지 4블럭 8롯트,29142,기어 및 동력전달장치 제조업,031-499-5765
774,화성발안일반산업단지,에이원테크(주),경기도 화성시 만세구 향남읍 발안공단로3길 34,25929,그 외 기타 금속가공업,031-352-5375
775,화성발안일반산업단지,에이치엘비이노베이션,"경기도 화성시 만세구 향남읍 발안공단로4길 16, (구문천리928)","26295, 26299",그 외 기타 전자부품 제조업 외 1 종,031-522-3700
776,화성발안일반산업단지,에이플러스,"경기도 화성시 만세구 향남읍 발안공단로4길 114, D동, F동 일부(지분) (만세구 향남읍)",25922,도금업,
777,화성발안일반산업단지,에이피시스템(주)발안지점,경기도 화성시 만세구 향남읍 발안공단로4길 71-15,29271,반도체 제조용 기계 제조업,031-379-2700
778,화성발안일반산업단지,에코위자드(주),"경기도 화성시 만세구 향남읍 발안공단로 301, (발안산단 4-13블럭)","29174, 29175",기체 여과기 제조업 외 1 종,02-6749-7100
779,화성발안일반산업단지,엘테크,"경기도 화성시 만세구 향남읍 발안공단로 191, A동 (만세구 향남읍)",29271,반도체 제조용 기계 제조업,031-366-2286
780,화성발안일반산업단지,엘테크,경기도 화성시 만세구 향남읍 발안공단로 178-5,29271,반도체 제조용 기계 제조업,031-366-2286
781,화성발안일반산업단지,엠에스텔레콤(주),"경기도 화성시 만세구 향남읍 발안공단로5길 65, 발안지방산업단지 11B 4L","26410, 26421, 26429, 26521, 26529, 28423",방송장비 제조업 외 5 종,031-354-1732
782,화성발안일반산업단지,엠에스티,"경기도 화성시 만세구 향남읍 발안공단로4길 114, C동 101호",25922,도금업,
783,화성발안일반산업단지,열기테크뉴,경기도 화성시 만세구 향남읍 발안공단로 171,25922,도금업,
784,화성발안일반산업단지,영상기공,경기도 화성시 만세구 향남읍 발안공단로3길 10,29294,주형 및 금형 제조업,031-431-8051
785,화성발안일반산업단지,예일아이엔씨,"경기도 화성시 만세구 향남읍 발안공단로 243, 발안지방산업단지 4B 2L","29174, 29175",기체 여과기 제조업 외 1 종,031-341-5377
786,화성발안일반산업단지,오빌하이테크전자,경기도 화성시 만세구 향남읍 발안공단로3길 100,68112,비주거용 건물 임대업,031-8059-3449
787,화성발안일반산업단지,와이엠테크,경기도 화성시 만세구 향남읍 발안공단로4길 114 C동 201호,25922,도금업,
788,화성발안일반산업단지,용선시스템(주),경기도 화성시 만세구 향남읍 발안공단로4길 31,26529,기타 음향기기 제조업,031-354-1301
789,화성발안일반산업단지,우광산업기계,"경기도 화성시 만세구 향남읍 발안공단로 191, E동","25112, 25113, 25114",구조용 금속 판제품 및 공작물 제조업 외 2 종,031-354-4340
790,화성발안일반산업단지,우주,경기도 화성시 만세구 향남읍 발안공단로4길 97-16,68112,비주거용 건물 임대업,031-352-9272
791,화성발안일반산업단지,운복정밀,경기도 화성시 만세구 향남읍 발안공단로5길 7-24,26299,그 외 기타 전자부품 제조업,031-359-9621
792,화성발안일반산업단지,원진테크,"경기도 화성시 만세구 향남읍 발안공단로4길 110, 발안일반산업단지 2-7 1동 102호",25922,도금업,031-353-1640
793,화성발안일반산업단지,원진투테크,"경기도 화성시 만세구 향남읍 발안공단로4길 110, 3동 203호",25922,도금업,
794,화성발안일반산업단지,유니원테크주식회사,경기도 화성시 만세구 향남읍 발안공단로1길 13,"26295, 26299",그 외 기타 전자부품 제조업 외 1 종,031-611-9532
795,화성발안일반산업단지,유통상사케이앤드비,경기도 화성시 만세구 향남읍 발안공단로 148,32099,그 외 기타 가구 제조업,031-366-1860
796,화성발안일반산업단지,윤진산업(화성),"경기도 화성시 만세구 향남읍 발안공단로4길 125, 발안일반산업단지 4-4",68112,비주거용 건물 임대업,031-493-0771
797,화성발안일반산업단지,율천정밀(주),"경기도 화성시 만세구 향남읍 발안공단로 295, 발안지방산업단지 4-14","25913, 25914",자동차용 금속 압형제품 제조업 외 1 종,031-492-0706
798,화성발안일반산업단지,은광기업 ,"경기도 화성시 만세구 향남읍 발안공단로4길 114, B동 202호",25922,도금업,031-366-0524
799,화성발안일반산업단지,의신금속,"경기도 화성시 만세구 향남읍 발안공단로4길 110, 발안일반산업단지 2-7",68112,비주거용 건물 임대업,031-353-7403
800,화성발안일반산업단지,이노시스템,경기도 화성시 만세구 향남읍 발안공단로4길 98-10,68112,비주거용 건물 임대업,031-352-2965
801,화성발안일반산업단지,이케이(주)화성공장,"경기도 화성시 만세구 향남읍 발안공단로 188, 발안지방산업단지 1블럭1롯트",25924,절삭가공 및 유사처리업,031-8059-5591
802,화성발안일반산업단지,인베스트레이저,경기도 화성시 만세구 향남읍 발안공단로4길 9,25929,그 외 기타 금속가공업,031-352-9787
803,화성발안일반산업단지,인터메카(주),경기도 화성시 만세구 향남읍 발안공단로4길 65,"25924, 29271",반도체 제조용 기계 제조업 외 1 종,031-378-0880
804,화성발안일반산업단지,일신금속 ,"경기도 화성시 만세구 향남읍 발안공단로 171, 102호",25922,도금업,
805,화성발안일반산업단지,일신아이비에스(주),"경기도 화성시 만세구 향남읍 발안공단로4길 71-10, 발안지방산업단지 5블럭 6롯트",28512,가정용 전기 난방기기 제조업,031-352-4121
806,화성발안일반산업단지,일진정밀(주) 발안지점,"경기도 화성시 만세구 향남읍 발안공단로 295, 발안지방산업단지 4-14","25913, 25914",자동차용 금속 압형제품 제조업 외 1 종,031-366-4863
807,화성발안일반산업단지,장인ENG,경기도 화성시 만세구 향남읍 발안공단로 163,25912,금속 단조제품 제조업,031-353-8303
808,화성발안일반산업단지,정우엔텍 주식회사 ,"경기도 화성시 만세구 향남읍 발안공단로4길 110, 2층 205호","25112, 25922",도금업 외 1 종,031-227-2920
809,화성발안일반산업단지,제넥스이앤엠주식회사,경기도 화성시 만세구 향남읍 발안공단로1길 81,"28111, 28114, 28119, 29210, 70121",전기ㆍ전자공학 연구개발업 외 4 종,031-1644-2060
810,화성발안일반산업단지,제이앤비(주),경기도 화성시 만세구 향남읍 발안공단로5길 7-28,29271,반도체 제조용 기계 제조업,031-8059-5849
811,화성발안일반산업단지,제이에스,"경기도 화성시 만세구 향남읍 발안공단로4길 114, B동 102호,202호, F동 일부(지분) (만세구 향남읍)",25922,도금업,
812,화성발안일반산업단지,제이제이테크,"경기도 화성시 만세구 향남읍 발안공단로 191, 에이치동",25929,그 외 기타 금속가공업,
813,화성발안일반산업단지,제일레이저(주),경기도 화성시 만세구 향남읍 발안공단로3길 9,25929,그 외 기타 금속가공업,031-354-3054
814,화성발안일반산업단지,제일레이저(주)제2공장,경기도 화성시 만세구 향남읍 발안공단로 81,25929,그 외 기타 금속가공업,031-352-9730
815,화성발안일반산업단지,조양메탈(주),"경기도 화성시 만세구 향남읍 발안공단로 92-55, 발안지방산업단지 20B 5LT","25929, 32091",금속 가구 제조업 외 1 종,031-8059-3021
816,화성발안일반산업단지,좋은기업,경기도 화성시 만세구 향남읍 제약단지로 13-13,"25929, 70129, 70130",그 외 기타 금속가공업 외 2 종,031-227-2662
817,화성발안일반산업단지,주식회사 국전약품,경기도 화성시 만세구 향남읍 발안공단로1길 52,"21101, 70111, 70113, 70121","물리, 화학 및 생물학 연구개발업 외 3 종",070-4894-6302
818,화성발안일반산업단지,주식회사 다온테크원,"경기도 화성시 만세구 향남읍 발안공단로3길 82, 발안지방산업단지 12블럭 12롯트",28909,그 외 기타 전기장비 제조업,
819,화성발안일반산업단지,주식회사 루벤,경기도 화성시 만세구 향남읍 제약단지로 13-1,"29280, 29292, 70130",자연과학 및 공학 융합 연구개발업 외 2 종,031-366-5118
820,화성발안일반산업단지,주식회사 명성비철,경기도 화성시 만세구 향남읍 발안공단로3길 39,26299,그 외 기타 전자부품 제조업,031-8059-4117
821,화성발안일반산업단지,주식회사 성화인더스트리 ,경기도 화성시 만세구 향남읍 발안공단로 217,29294,주형 및 금형 제조업,031-357-2326
822,화성발안일반산업단지,주식회사 시어스제약,경기도 화성시 만세구 향남읍 발안공단로 32 (만세구 향남읍),21300,의료용품 및 기타 의약 관련제품 제조업,031-351-3355
823,화성발안일반산업단지,주식회사 신성이엔지,경기도 화성시 만세구 향남읍 발안공단로4길 118,"25113, 29172",육상 금속 골조 구조재 제조업 외 1 종,031-260-1309
824,화성발안일반산업단지,주식회사 신성피씨,경기도 화성시 만세구 향남읍 제약단지로 71,"25941, 25942, 25999, 70129, 70130",볼트 및 너트류 제조업 외 4 종,031-354-3424
825,화성발안일반산업단지,주식회사 에스에이엠디,"경기도 화성시 만세구 향남읍 발안공단로4길 98-10, 발안지방산업단지 6-4블럭",25929,그 외 기타 금속가공업,031-4999-9050
826,화성발안일반산업단지,주식회사 우진화성 ,"경기도 화성시 만세구 향남읍 발안공단로4길 110, 발안산업단지 2-7블럭","25112, 25922",도금업 외 1 종,031-354-4913
827,화성발안일반산업단지,주식회사 은서테크,경기도 화성시 만세구 향남읍 발안공단로5길 59,"26294, 35114","전자코일, 변성기 및 기타 전자 유도자 제조업 외 1 종",031-8059-6017
828,화성발안일반산업단지,주식회사 한울(지점),경기도 화성시 만세구 향남읍 발안공단로 51,"25122, 25123, 27213, 29175, 29176, 29199, 29299, 70129, 70130",금속탱크 및 저장용기 제조업 외 8 종,031-8055-8190
829,화성발안일반산업단지,주식회사태상,"경기도 화성시 만세구 향남읍 발안공단로 307, 발안지방산업단지 4블럭12롯트",29294,주형 및 금형 제조업,031-354-3131
830,화성발안일반산업단지,준테크,"경기도 화성시 만세구 향남읍 발안공단로4길 98-5, 발안지방산업단지 2-6 블럭",29294,주형 및 금형 제조업,
831,화성발안일반산업단지,지텍코리아(주) ,경기도 화성시 만세구 향남읍 발안공단로5길 7-22,25929,그 외 기타 금속가공업,031-831-3845
832,화성발안일반산업단지,진광정밀,"경기도 화성시 만세구 향남읍 발안공단로4길 113, 발안지방산업단지 4-6",22299,그 외 기타 플라스틱 제품 제조업,031-359-9052
833,화성발안일반산업단지,진광정밀주식회사,경기도 화성시 만세구 향남읍 발안공단로4길 113,22222,설치용 및 위생용 플라스틱제품 제조업,031-359-9053
834,화성발안일반산업단지,진성금속(주),경기도 화성시 만세구 향남읍 발안공단로 37,"25929, 70129",기타 공학 연구개발업 외 1 종,031-354-7492
835,화성발안일반산업단지,진테크,경기도 화성시 만세구 향남읍 발안공단로4길 110,25922,도금업,031-366-4975
836,화성발안일반산업단지,진하이텍,"경기도 화성시 만세구 향남읍 발안공단로4길 110, 발안산업단지 2-7블럭",25922,도금업,
837,화성발안일반산업단지,창성전기(주),"경기도 화성시 만세구 향남읍 발안공단로 195, 발안지방산업단지 2B-2L",28123,배전반 및 전기 자동제어반 제조업,031-352-5157
838,화성발안일반산업단지,창성전기(주),경기도 화성시 만세구 향남읍 발안공단로3길 90,28123,배전반 및 전기 자동제어반 제조업,031-352-5157
839,화성발안일반산업단지,천일,경기도 화성시 만세구 향남읍 발안공단로1길 76,"25913, 25914, 70129, 70130",기타 공학 연구개발업 외 3 종,031-366-5057
840,화성발안일반산업단지,청일공업(주),경기도 화성시 만세구 향남읍 발안공단로5길 17,29294,주형 및 금형 제조업,031-8059-0225
841,화성발안일반산업단지,케이앤더블유(주),경기도 화성시 만세구 향남읍 발안공단로4길 91,29294,주형 및 금형 제조업,031-366-3900
842,화성발안일반산업단지,케이엠지(주),경기도 화성시 만세구 향남읍 발안공단로 289,"26295, 26299",그 외 기타 전자부품 제조업 외 1 종,031-366-3505
843,화성발안일반산업단지,케이제이전자 주식회사,경기도 화성시 만세구 향남읍 발안공단로4길 113,22222,설치용 및 위생용 플라스틱제품 제조업,031-8059-0771
844,화성발안일반산업단지,케이제이전자(주),경기도 화성시 만세구 향남읍 발안공단로4길 113 (만세구 향남읍),22222,설치용 및 위생용 플라스틱제품 제조업,031-8059-0771
845,화성발안일반산업단지,코먼메탈,"경기도 화성시 만세구 향남읍 발안공단로4길 114, B동 104호,204호, F동 일부(지분) (만세구 향남읍)",25922,도금업,
846,화성발안일반산업단지,탑엔프라,경기도 화성시 만세구 향남읍 발안공단로3길 48 (TOP ENPLA),"26295, 26299",그 외 기타 전자부품 제조업 외 1 종,031-353-8512
847,화성발안일반산업단지,탑케미텍주식회사,경기도 화성시 만세구 향남읍 발안공단로4길 110,25922,도금업,031-8059-0943
848,화성발안일반산업단지,태광금속,"경기도 화성시 만세구 향남읍 발안공단로 85, 발안일반산업단지 23-1B/L",25929,그 외 기타 금속가공업,
849,화성발안일반산업단지,태광정밀,"경기도 화성시 만세구 향남읍 제약단지로 13-61, 발안일반산업단지 35-1","25929, 70129, 70130",기타 공학 연구개발업 외 2 종,031-8059-6681
850,화성발안일반산업단지,태림산업 ,경기도 화성시 만세구 향남읍 발안공단로4길 71-23,25929,그 외 기타 금속가공업,070-7014-9319
851,화성발안일반산업단지,태안산업,"경기도 화성시 만세구 향남읍 발안공단로4길 114, B동 103호,203호, F동 일부(지분) (만세구 향남읍)",25922,도금업,
852,화성발안일반산업단지,팬컴,"경기도 화성시 만세구 향남읍 발안공단로4길 5, 발안일반산업단지 12-6B/L",29294,주형 및 금형 제조업,
853,화성발안일반산업단지,하나제약(주) ,"경기도 화성시 만세구 향남읍 제약단지로 13-39, 발안지방산업단지 30블럭 1롯트",21210,완제 의약품 제조업,031-366-5511
854,화성발안일반산업단지,하나플랜트,"경기도 화성시 만세구 서신면 화남공단로 126, (송교리 42-99,42-100 화남일반산업단지 3-7블럭)","25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,
855,화성발안일반산업단지,하이윈코퍼레이션(주),경기도 화성시 만세구 향남읍 발안공단로 178-14,"29280, 33910, 33932",전시용 모형 제조업 외 2 종,031-298-6435
856,화성발안일반산업단지,한국오바라(주),경기도 화성시 만세구 향남읍 발안공단로4길 97-23 (만세구 향남읍),"28909, 29294",주형 및 금형 제조업 외 1 종,031-350-7071
857,화성발안일반산업단지,한국이엔엠(주),"경기도 화성시 만세구 향남읍 발안공단로 178-9, 발안일반산업단지 1-1","29163, 29169",컨베이어장치 제조업 외 1 종,031-420-4710
858,화성발안일반산업단지,한서테크노(주),"경기도 화성시 만세구 향남읍 발안공단로4길 135, 발안지방산업단지 4-1",29120,유압기기 제조업,031-354-2639
859,화성발안일반산업단지,한성,"경기도 화성시 만세구 향남읍 발안공단로 191, C동 (만세구 향남읍)",25924,절삭가공 및 유사처리업,031-499-8463
860,화성발안일반산업단지,한성정밀,"경기도 화성시 만세구 향남읍 발안공단로4길 73, 발안산업단지5-7블럭","25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-232-2707
861,화성발안일반산업단지,한솔아이원스(주),"경기도 화성시 만세구 향남읍 발안공단로4길 71-25, (구문천리 934-1)",29271,반도체 제조용 기계 제조업,031-378-7791
862,화성발안일반산업단지,한솔아이원스(주) ,경기도 화성시 만세구 향남읍 발안공단로4길 71-29 외 1필지,29271,반도체 제조용 기계 제조업,031-378-7791
863,화성발안일반산업단지,한일기업,"경기도 화성시 만세구 향남읍 발안공단로4길 110, 발안산업단지 2-7블럭",68112,비주거용 건물 임대업,
864,화성발안일반산업단지,해명테크 ,"경기도 화성시 만세구 향남읍 발안공단로4길 110, 1동 102호",25922,도금업,
865,화성발안일반산업단지,현미금속 주식회사,"경기도 화성시 만세구 향남읍 발안공단로4길 110, 3동105호",25922,도금업,031-352-1104
866,화성발안일반산업단지,현테크,"경기도 화성시 만세구 향남읍 발안공단로1길 9, 발안지방산업단지 36-4","29261, 29299, 70129, 70130",기타 공학 연구개발업 외 3 종,031-8059-8930
867,화성발안일반산업단지,혜성기업 ,"경기도 화성시 만세구 향남읍 발안공단로4길 114, B동 101호,201호, F동 일부(지분) (만세구 향남읍)",25922,도금업,031-353-9720
868,화성발안일반산업단지,혜인테크,경기도 화성시 만세구 향남읍 발안공단로4길 125,25929,그 외 기타 금속가공업,031-222-7939
869,화성발안일반산업단지,호건금속,경기도 화성시 만세구 향남읍 발안공단로4길 114 B동 201호,25922,도금업,031-352-8520
870,화성발안일반산업단지,화성기공사,경기도 화성시 만세구 향남읍 발안공단로 267,25112,구조용 금속 판제품 및 공작물 제조업,031-366-0057
871,화성발안일반산업단지,화일약품(주),"경기도 화성시 만세구 향남읍 발안공단로1길 45, 발안지방산업단지 36B-13L (만세구 향남읍)",21210,완제 의약품 제조업,031-353-4101
872,화성발안일반산업단지,효동기계공업(주) 제1공장 ,경기도 화성시 만세구 향남읍 발안공단로4길 97-17 (만세구 향남읍) 외 1필지,"29222, 29223, 29224",금속 절삭기계 제조업 외 2 종,070-7119-5900
873,화성발안일반산업단지,흥광테크(주) 제1공장,"경기도 화성시 만세구 마도면 마도공단로5길 16, 마도지방9-8",25924,절삭가공 및 유사처리업,031-366-8595
874,화성발안일반산업단지,희은금속,"경기도 화성시 만세구 향남읍 발안공단로4길 114, E동, F동 일부(지분)",25922,도금업,031-353-8075
875,화성전곡해양일반산업단지,(주)강남,경기도 화성시 만세구 서신면 전곡산단로 40,68112,비주거용 건물 임대업,051-260-6026
876,화성전곡해양일반산업단지,(주)건농,경기도 화성시 만세구 서신면 전곡산단13길 23,"10802, 20312, 20499",그 외 기타 분류 안된 화학제품 제조업 외 2 종,031-356-3810
877,화성전곡해양일반산업단지,(주)경동와이어,경기도 화성시 만세구 서신면 전곡산단11길 108,25944,금속선 가공제품 제조업,031-432-8445
878,화성전곡해양일반산업단지,(주)나린메디코스 ,경기도 화성시 만세구 서신면 전곡산단11길 15-24,20423,화장품 제조업,031-356-6223
879,화성전곡해양일반산업단지,(주)뉴퍼스,경기도 화성시 만세구 서신면 전곡산단로 154-35,"32021, 32029",기타 목재가구 제조업 외 1 종,031-419-4774
880,화성전곡해양일반산업단지,(주)뉴퍼스 ,"경기도 화성시 만세구 서신면 전곡산단로 174-14, (전곡해양일반산덥단지 69블록)","32021, 32029",기타 목재가구 제조업 외 1 종,031-364-8383
881,화성전곡해양일반산업단지,(주)대광플라텍,경기도 화성시 만세구 서신면 전곡산단4길 47,"22241, 22249",운송장비 조립용 플라스틱제품 제조업 외 1 종,031-366-9123
882,화성전곡해양일반산업단지,(주)대명내이처오션  ,경기도 화성시 만세구 서신면 전곡산단4길 38,"10749, 20312, 20499",그 외 기타 분류 안된 화학제품 제조업 외 2 종,031-355-4597
883,화성전곡해양일반산업단지,(주)대성플랜트,경기도 화성시 만세구 서신면 전곡산단11길 78,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-357-4031
884,화성전곡해양일반산업단지,(주)대유켐,경기도 화성시 만세구 서신면 전곡산단4길 49,20493,접착제 및 젤라틴 제조업,031-356-2661
885,화성전곡해양일반산업단지,(주)더경종합건설,경기도 화성시 만세구 서신면 전곡산단8나길 18,20499,그 외 기타 분류 안된 화학제품 제조업,032-569-7008
886,화성전곡해양일반산업단지,(주)더블엠코퍼레이션,경기도 화성시 만세구 서신면 전곡산단13길 23,"20411, 20412, 20424",표면광택제 및 실내가향제 제조업 외 2 종,
887,화성전곡해양일반산업단지,(주)덕성화학,"경기도 화성시 만세구 서신면 전곡산단6길 10, 전곡해양일반산업단지 94블록",20499,그 외 기타 분류 안된 화학제품 제조업,031-413-7785
888,화성전곡해양일반산업단지,(주)덴티움 ,경기도 화성시 만세구 서신면 전곡산단로 106,"25924, 27192",절삭가공 및 유사처리업 외 1 종,070-7098-6345
889,화성전곡해양일반산업단지,(주)동남에스컬레이터,"경기도 화성시 만세구 서신면 전곡산단15길 16, (전곡해양일반산업단지 54블록)",29162,승강기 제조업,031-355-1556
890,화성전곡해양일반산업단지,(주)동우기계 전곡산단지점,경기도 화성시 만세구 서신면 전곡산단10길 21,29223,금속 절삭기계 제조업,031-366-7991
891,화성전곡해양일반산업단지,(주)디지에스 ,경기도 화성시 만세구 서신면 전곡산단로 290,"30391, 30392, 30399, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,031-319-8850
892,화성전곡해양일반산업단지,(주)맨지온 ,경기도 화성시 만세구 서신면 전곡산단로 100,29175,액체 여과기 제조업,031-355-3108
893,화성전곡해양일반산업단지,(주)메리츠컴퍼니,"경기도 화성시 만세구 서신면 전곡산단13길 7, 1동","16229, 22212, 22213, 25113, 25114",플라스틱 필름 제조업 외 4 종,070-4495-6359
894,화성전곡해양일반산업단지,(주)명성알루미늄 ,경기도 화성시 만세구 서신면 전곡산단7길 12,"24222, 25923",도장 및 기타 피막처리업 외 1 종,031-491-1947
895,화성전곡해양일반산업단지,(주)명성알루미늄 제2공장,경기도 화성시 만세구 서신면 전곡리 1107-3번지,25923,도장 및 기타 피막처리업,031-491-1947
896,화성전곡해양일반산업단지,(주)명인산업 ,경기도 화성시 만세구 서신면 전곡리 1107-10번지 (75-2 필지),29120,유압기기 제조업,031-499-2345
897,화성전곡해양일반산업단지,(주)뫼베플러스 ,경기도 화성시 만세구 서신면 전곡산단11길 27,"25111, 25119, 25999, 28122, 32029, 32091",기타 목재가구 제조업 외 5 종,031-495-6775
898,화성전곡해양일반산업단지,(주)미륭산업,경기도 화성시 만세구 서신면 전곡산단7길 6,"25113, 25114, 25913, 25914, 29162, 29222, 29224",승강기 제조업 외 6 종,032-819-4292
899,화성전곡해양일반산업단지,(주)백운엔지니어링,경기도 화성시 만세구 서신면 전곡산단9길 5,29294,주형 및 금형 제조업,070-4632-1294
900,화성전곡해양일반산업단지,(주)봉화엔지니어링 ,"경기도 화성시 만세구 서신면 전곡산단4길 42, 전곡해양일반산업단지 28-1C블록",22299,그 외 기타 플라스틱 제품 제조업,031-312-7748
901,화성전곡해양일반산업단지,(주)비비테크,"경기도 화성시 만세구 서신면 전곡산단13길 23, 1동 102호",29271,반도체 제조용 기계 제조업,031-8009-0777
902,화성전곡해양일반산업단지,(주)비비테크 화성공장,경기도 화성시 만세구 서신면 전곡산단10길 35,25923,도장 및 기타 피막처리업,031-8009-0777
903,화성전곡해양일반산업단지,(주)사랑과정성 ,경기도 화성시 만세구 서신면 전곡산단13길 3,"10741, 10742, 10743","식초, 발효 및 화학 조미료 제조업 외 2 종",031-414-7005
904,화성전곡해양일반산업단지,(주)삼보고분자,"경기도 화성시 만세구 서신면 전곡산단4길 50, (29-1B 블록)",20411,일반용 도료 및 관련제품 제조업,031-358-7311
905,화성전곡해양일반산업단지,(주)삼정이엔씨,경기도 화성시 만세구 서신면 전곡산단8길 73 외 1필지,"29150, 29171, 29199, 29224, 29271",산업용 냉장 및 냉동 장비 제조업 외 4 종,031-358-3338
906,화성전곡해양일반산업단지,(주)삼정켐텍,경기도 화성시 만세구 서신면 전곡산단1길 54,"20499, 25923",그 외 기타 분류 안된 화학제품 제조업 외 1 종,031-437-2295
907,화성전곡해양일반산업단지,(주)서영산업,경기도 화성시 만세구 서신면 전곡산단11길 15-10 외 3필지,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-492-5199
